rule_id,rule_type,feature,scope,scope_value,metric,severity,text
810d72fa,Heterogeneity,additional_elements_and_product_placement,OU,AOU,SCD_score,high,"Additional Elements is -1.7pp globally on SCD Score, but +4.0pp in OU=AOU. Reversal — drill into OU split before briefing."
deeccefc,Heterogeneity,additional_elements_and_product_placement,OU,EME,SCD_score,high,"Additional Elements is -1.7pp globally on SCD Score, but +6.5pp in OU=EME. Reversal — drill into OU split before briefing."
2d6953c6,Heterogeneity,emotions,OU,EOU,SCD_score,medium,"Emotions is +1.9pp globally on SCD Score, but -2.0pp in OU=EOU. Reversal — drill into OU split before briefing."
315f3408,Heterogeneity,emotions,OU,AOU,SCD_score,high,"Emotions is +1.9pp globally on SCD Score, but -8.2pp in OU=AOU. Reversal — drill into OU split before briefing."
7b01ce42,Heterogeneity,emotions,OU,EME,SCD_score,medium,"Emotions is +1.9pp globally on SCD Score, but -2.8pp in OU=EME. Reversal — drill into OU split before briefing."
65c65949,Heterogeneity,music_style,OU,EME,SCD_score,high,"Music Style is +3.9pp globally on SCD Score, but -5.6pp in OU=EME. Reversal — drill into OU split before briefing."
409e94d0,Heterogeneity,moments,OU,EOU,Persuasion_T2B,medium,"Moments is -1.1pp globally on Persuasion, but +1.7pp in OU=EOU. Reversal — drill into OU split before briefing."
7e560423,Heterogeneity,moments,OU,ASP,SCD_score,high,"Moments is +2.2pp globally on SCD Score, but -17.4pp in OU=ASP. Reversal — drill into OU split before briefing."
b587fb94,Heterogeneity,call_to_action,OU,EOU,SCD_score,medium,"Call To Action is -3.1pp globally on SCD Score, but +2.8pp in OU=EOU. Reversal — drill into OU split before briefing."
3654df3e,Heterogeneity,human_presence,Category,RTD Tea / Iced Tea,Attention_T2B,high,"Human is +1.2pp globally on Attention, but -3.4pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
ad705843,Heterogeneity,human_presence,Category,Alcoholic RTD,Attention_T2B,high,"Human is +1.2pp globally on Attention, but -8.5pp in Category=Alcoholic RTD. Reversal — drill into Category split before briefing."
8086c7a1,Heterogeneity,human_presence,Category,Water,Persuasion_T2B,medium,"Human is +1.4pp globally on Persuasion, but -1.7pp in Category=Water. Reversal — drill into Category split before briefing."
71c25444,Heterogeneity,human_presence,Category,RTD Tea / Iced Tea,Persuasion_T2B,medium,"Human is +1.4pp globally on Persuasion, but -2.9pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
1cba3ed6,Heterogeneity,human_presence,Category,Alcoholic RTD,Persuasion_T2B,high,"Human is +1.4pp globally on Persuasion, but -7.6pp in Category=Alcoholic RTD. Reversal — drill into Category split before briefing."
c12869d0,Heterogeneity,human_presence,Category,Alcoholic RTD,Likeability_Love_Like_T2B,high,"Human is +2.2pp globally on Likeability, but -7.9pp in Category=Alcoholic RTD. Reversal — drill into Category split before briefing."
7fae4392,Heterogeneity,food_presence,Category,Juice,SCD_score,medium,"Food is +4.1pp globally on SCD Score, but -2.5pp in Category=Juice. Reversal — drill into Category split before briefing."
67806893,Heterogeneity,product_presence,Category,RTD Tea / Iced Tea,Attention_T2B,high,"Product is +1.0pp globally on Attention, but -3.3pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
e1aaf1b6,Heterogeneity,product_presence,Category,RTD Tea / Iced Tea,Likeability_Love_Like_T2B,medium,"Product is +1.9pp globally on Likeability, but -2.9pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
10417f48,Heterogeneity,product_presence,Category,Sports Drink / Advanced hydration,SCD_score,medium,"Product is +2.4pp globally on SCD Score, but -1.8pp in Category=Sports Drink / Advanced hydration. Reversal — drill into Category split before briefing."
61789632,Heterogeneity,product_presence,Category,RTD Tea / Iced Tea,SCD_score,high,"Product is +2.4pp globally on SCD Score, but -3.3pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
83d81a60,Heterogeneity,animatics_cartoons_presence,Category,SSD-Regular,Attention_T2B,high,"Animatics Cartoons is -5.1pp globally on Attention, but +6.7pp in Category=SSD-Regular. Reversal — drill into Category split before briefing."
7b06b8ce,Heterogeneity,animatics_cartoons_presence,Category,SSD-Diet,Attention_T2B,high,"Animatics Cartoons is -5.1pp globally on Attention, but +5.9pp in Category=SSD-Diet. Reversal — drill into Category split before briefing."
0035da17,Heterogeneity,animatics_cartoons_presence,Category,SSD-Regular,Persuasion_T2B,high,"Animatics Cartoons is -4.4pp globally on Persuasion, but +6.1pp in Category=SSD-Regular. Reversal — drill into Category split before briefing."
2b56a6c0,Heterogeneity,animatics_cartoons_presence,Category,SSD-Diet,Persuasion_T2B,high,"Animatics Cartoons is -4.4pp globally on Persuasion, but +5.2pp in Category=SSD-Diet. Reversal — drill into Category split before briefing."
b6f6dadf,Heterogeneity,animatics_cartoons_presence,Category,SSD-Regular,Likeability_Love_Like_T2B,high,"Animatics Cartoons is -3.3pp globally on Likeability, but +8.3pp in Category=SSD-Regular. Reversal — drill into Category split before briefing."
bc29f8b0,Heterogeneity,animatics_cartoons_presence,Category,SSD-Diet,Likeability_Love_Like_T2B,high,"Animatics Cartoons is -3.3pp globally on Likeability, but +9.5pp in Category=SSD-Diet. Reversal — drill into Category split before briefing."
473fa8ff,Heterogeneity,animatics_cartoons_presence,Category,SSD-Regular,SCD_score,high,"Animatics Cartoons is -1.4pp globally on SCD Score, but +5.6pp in Category=SSD-Regular. Reversal — drill into Category split before briefing."
4cddd8e7,Heterogeneity,animals_and_pets_presence,Category,Water,Persuasion_T2B,medium,"Animals And Pets is +1.4pp globally on Persuasion, but -2.7pp in Category=Water. Reversal — drill into Category split before briefing."
2f68e78a,Heterogeneity,animals_and_pets_presence,Category,Water,SCD_score,medium,"Animals And Pets is +8.7pp globally on SCD Score, but -2.1pp in Category=Water. Reversal — drill into Category split before briefing."
5be4d55a,Heterogeneity,indoors,Category,Water,SCD_score,high,"Indoors is +2.6pp globally on SCD Score, but -5.5pp in Category=Water. Reversal — drill into Category split before briefing."
bd5ba4f6,Heterogeneity,indoors,Category,Juice,SCD_score,medium,"Indoors is +2.6pp globally on SCD Score, but -1.8pp in Category=Juice. Reversal — drill into Category split before briefing."
bedcb27f,Heterogeneity,outdoors,Category,Water,Attention_T2B,high,"Outdoors is +3.3pp globally on Attention, but -3.6pp in Category=Water. Reversal — drill into Category split before briefing."
b24176a9,Heterogeneity,outdoors,Category,Water,Persuasion_T2B,high,"Outdoors is +1.8pp globally on Persuasion, but -6.4pp in Category=Water. Reversal — drill into Category split before briefing."
7fe734ec,Heterogeneity,outdoors,Category,Water,Likeability_Love_Like_T2B,high,"Outdoors is +4.2pp globally on Likeability, but -3.3pp in Category=Water. Reversal — drill into Category split before briefing."
86b9cbb3,Heterogeneity,outdoors,Category,Juice,SCD_score,high,"Outdoors is +7.1pp globally on SCD Score, but -4.4pp in Category=Juice. Reversal — drill into Category split before briefing."
5374a7a5,Heterogeneity,tone,Category,Alcoholic RTD,Attention_T2B,high,"Tone is +2.9pp globally on Attention, but -13.7pp in Category=Alcoholic RTD. Reversal — drill into Category split before briefing."
69cb6bc2,Heterogeneity,tone,Category,Water,Persuasion_T2B,high,"Tone is +1.9pp globally on Persuasion, but -3.8pp in Category=Water. Reversal — drill into Category split before briefing."
31addc47,Heterogeneity,tone,Category,Alcoholic RTD,Persuasion_T2B,high,"Tone is +1.9pp globally on Persuasion, but -14.3pp in Category=Alcoholic RTD. Reversal — drill into Category split before briefing."
141bc696,Heterogeneity,tone,Category,Water,Likeability_Love_Like_T2B,medium,"Tone is +3.3pp globally on Likeability, but -1.8pp in Category=Water. Reversal — drill into Category split before briefing."
ab3cd3b5,Heterogeneity,tone,Category,Alcoholic RTD,Likeability_Love_Like_T2B,high,"Tone is +3.3pp globally on Likeability, but -17.6pp in Category=Alcoholic RTD. Reversal — drill into Category split before briefing."
53c001ce,Heterogeneity,products,Category,Water,Persuasion_T2B,medium,"Products is +2.0pp globally on Persuasion, but -1.9pp in Category=Water. Reversal — drill into Category split before briefing."
c051348c,Heterogeneity,products,Category,RTD Tea / Iced Tea,Persuasion_T2B,high,"Products is +2.0pp globally on Persuasion, but -4.5pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
368b7a7b,Heterogeneity,products,Category,RTD Tea / Iced Tea,Likeability_Love_Like_T2B,high,"Products is +1.6pp globally on Likeability, but -6.1pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
c7f2e7b2,Heterogeneity,products,Category,Water,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -3.6pp in Category=Water. Reversal — drill into Category split before briefing."
7b2b386e,Heterogeneity,products,Category,Sports Drink / Advanced hydration,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -7.6pp in Category=Sports Drink / Advanced hydration. Reversal — drill into Category split before briefing."
60a02963,Heterogeneity,products,Category,Juice,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -3.8pp in Category=Juice. Reversal — drill into Category split before briefing."
f1acb55f,Heterogeneity,occasions,Category,RTD Tea / Iced Tea,Attention_T2B,high,"Occasions is +2.2pp globally on Attention, but -4.2pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
fd3e625d,Heterogeneity,occasions,Category,RTD Tea / Iced Tea,Likeability_Love_Like_T2B,medium,"Occasions is +3.5pp globally on Likeability, but -2.8pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
a837cf53,Heterogeneity,occasions,Category,Juice,SCD_score,high,"Occasions is +10.8pp globally on SCD Score, but -8.3pp in Category=Juice. Reversal — drill into Category split before briefing."
48018dca,Heterogeneity,passion_point,Category,RTD Tea / Iced Tea,Attention_T2B,high,"Passion Point is +3.0pp globally on Attention, but -3.5pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
ada6232d,Heterogeneity,passion_point,Category,SSD-Diet,Persuasion_T2B,medium,"Passion Point is +2.7pp globally on Persuasion, but -2.6pp in Category=SSD-Diet. Reversal — drill into Category split before briefing."
6bd1219d,Heterogeneity,passion_point,Category,RTD Tea / Iced Tea,Persuasion_T2B,medium,"Passion Point is +2.7pp globally on Persuasion, but -2.8pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
b792e0ac,Heterogeneity,passion_point,Category,RTD Tea / Iced Tea,Likeability_Love_Like_T2B,medium,"Passion Point is +3.4pp globally on Likeability, but -2.9pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
6014ffe9,Heterogeneity,intrinsic_elements,Category,Alcoholic RTD,Attention_T2B,high,"Intrinsic Elements is +2.1pp globally on Attention, but -7.5pp in Category=Alcoholic RTD. Reversal — drill into Category split before briefing."
6829d51a,Heterogeneity,intrinsic_elements,Category,Alcoholic RTD,Persuasion_T2B,high,"Intrinsic Elements is +3.2pp globally on Persuasion, but -6.6pp in Category=Alcoholic RTD. Reversal — drill into Category split before briefing."
0a832d4d,Heterogeneity,intrinsic_elements,Category,Alcoholic RTD,Likeability_Love_Like_T2B,high,"Intrinsic Elements is +3.1pp globally on Likeability, but -10.6pp in Category=Alcoholic RTD. Reversal — drill into Category split before briefing."
cc8ae28e,Heterogeneity,intrinsic_elements,Category,RTD Tea / Iced Tea,SCD_score,medium,"Intrinsic Elements is +2.3pp globally on SCD Score, but -2.8pp in Category=RTD Tea / Iced Tea. Reversal — drill into Category split before briefing."
00d7482e,Heterogeneity,seasonal,Category,SSD-Diet,Attention_T2B,medium,"Seasonal is +2.1pp globally on Attention, but -2.9pp in Category=SSD-Diet. Reversal — drill into Category split before briefing."
dd1ecacc,Heterogeneity,emotions,Category,SSD-Diet,SCD_score,medium,"Emotions is +1.9pp globally on SCD Score, but -1.6pp in Category=SSD-Diet. Reversal — drill into Category split before briefing."
ab07cbb5,Heterogeneity,human_presence,Brand,Fuze Tea,Attention_T2B,medium,"Human is +1.2pp globally on Attention, but -1.8pp in Brand=Fuze Tea. Reversal — drill into Brand split before briefing."
bd52c31b,Heterogeneity,human_presence,Brand,Pepsi Max / Black,Attention_T2B,medium,"Human is +1.2pp globally on Attention, but -1.6pp in Brand=Pepsi Max / Black. Reversal — drill into Brand split before briefing."
11ae7231,Heterogeneity,human_presence,Brand,Del Valle,Persuasion_T2B,medium,"Human is +1.4pp globally on Persuasion, but -1.6pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
17a11d13,Heterogeneity,human_presence,Brand,Fuze Tea,Persuasion_T2B,high,"Human is +1.4pp globally on Persuasion, but -3.2pp in Brand=Fuze Tea. Reversal — drill into Brand split before briefing."
0b44ec11,Heterogeneity,food_presence,Brand,Del Valle,Attention_T2B,high,"Food is +2.3pp globally on Attention, but -4.7pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
87887704,Heterogeneity,food_presence,Brand,Thums Up,Attention_T2B,medium,"Food is +2.3pp globally on Attention, but -2.0pp in Brand=Thums Up. Reversal — drill into Brand split before briefing."
7ed0ecb2,Heterogeneity,food_presence,Brand,Sprite,Persuasion_T2B,medium,"Food is +3.8pp globally on Persuasion, but -1.7pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
8677f15e,Heterogeneity,food_presence,Brand,Del Valle,Persuasion_T2B,medium,"Food is +3.8pp globally on Persuasion, but -2.5pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
dd2c4e18,Heterogeneity,food_presence,Brand,Del Valle,Likeability_Love_Like_T2B,high,"Food is +4.0pp globally on Likeability, but -5.8pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
2627c82e,Heterogeneity,food_presence,Brand,Schweppes,SCD_score,high,"Food is +4.1pp globally on SCD Score, but -3.6pp in Brand=Schweppes. Reversal — drill into Brand split before briefing."
19ad14b3,Heterogeneity,food_presence,Brand,Del Valle,SCD_score,high,"Food is +4.1pp globally on SCD Score, but -6.2pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
28bd44df,Heterogeneity,food_presence,Brand,Thums Up,SCD_score,high,"Food is +4.1pp globally on SCD Score, but -11.2pp in Brand=Thums Up. Reversal — drill into Brand split before briefing."
d4f50df1,Heterogeneity,product_presence,Brand,Del Valle,Likeability_Love_Like_T2B,medium,"Product is +1.9pp globally on Likeability, but -2.9pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
adf8cb30,Heterogeneity,product_presence,Brand,Del Valle,SCD_score,high,"Product is +2.4pp globally on SCD Score, but -7.5pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
ed1b79b2,Heterogeneity,product_presence,Brand,Fuze Tea,SCD_score,high,"Product is +2.4pp globally on SCD Score, but -5.0pp in Brand=Fuze Tea. Reversal — drill into Brand split before briefing."
67654776,Heterogeneity,animatics_cartoons_presence,Brand,Coca-Cola / Coca-Cola Classic,Attention_T2B,high,"Animatics Cartoons is -5.1pp globally on Attention, but +9.6pp in Brand=Coca-Cola / Coca-Cola Classic. Reversal — drill into Brand split before briefing."
56fec22e,Heterogeneity,animatics_cartoons_presence,Brand,Coca-Cola Zero / No Sugar,Attention_T2B,high,"Animatics Cartoons is -5.1pp globally on Attention, but +4.1pp in Brand=Coca-Cola Zero / No Sugar. Reversal — drill into Brand split before briefing."
ecb03f64,Heterogeneity,animatics_cartoons_presence,Brand,Fanta,Attention_T2B,high,"Animatics Cartoons is -5.1pp globally on Attention, but +5.0pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
7aed368e,Heterogeneity,animatics_cartoons_presence,Brand,Coca-Cola / Coca-Cola Classic,Persuasion_T2B,high,"Animatics Cartoons is -4.4pp globally on Persuasion, but +9.9pp in Brand=Coca-Cola / Coca-Cola Classic. Reversal — drill into Brand split before briefing."
e0d7cb43,Heterogeneity,animatics_cartoons_presence,Brand,Coca-Cola Zero / No Sugar,Persuasion_T2B,high,"Animatics Cartoons is -4.4pp globally on Persuasion, but +3.9pp in Brand=Coca-Cola Zero / No Sugar. Reversal — drill into Brand split before briefing."
c674ed77,Heterogeneity,animatics_cartoons_presence,Brand,Fanta,Persuasion_T2B,high,"Animatics Cartoons is -4.4pp globally on Persuasion, but +5.4pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
84042561,Heterogeneity,animatics_cartoons_presence,Brand,Coca-Cola / Coca-Cola Classic,Likeability_Love_Like_T2B,high,"Animatics Cartoons is -3.3pp globally on Likeability, but +11.1pp in Brand=Coca-Cola / Coca-Cola Classic. Reversal — drill into Brand split before briefing."
3eefc237,Heterogeneity,animatics_cartoons_presence,Brand,Coca-Cola Zero / No Sugar,Likeability_Love_Like_T2B,high,"Animatics Cartoons is -3.3pp globally on Likeability, but +7.5pp in Brand=Coca-Cola Zero / No Sugar. Reversal — drill into Brand split before briefing."
b59b9522,Heterogeneity,animatics_cartoons_presence,Brand,Fanta,Likeability_Love_Like_T2B,high,"Animatics Cartoons is -3.3pp globally on Likeability, but +4.8pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
e53191cf,Heterogeneity,animatics_cartoons_presence,Brand,Coca-Cola / Coca-Cola Classic,SCD_score,high,"Animatics Cartoons is -1.4pp globally on SCD Score, but +6.1pp in Brand=Coca-Cola / Coca-Cola Classic. Reversal — drill into Brand split before briefing."
4cb4b108,Heterogeneity,animatics_cartoons_presence,Brand,Fanta,SCD_score,high,"Animatics Cartoons is -1.4pp globally on SCD Score, but +6.5pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
44c9e393,Heterogeneity,animals_and_pets_presence,Brand,Sprite,Attention_T2B,high,"Animals And Pets is +3.9pp globally on Attention, but -6.4pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
b978b11b,Heterogeneity,animals_and_pets_presence,Brand,Sprite,Persuasion_T2B,high,"Animals And Pets is +1.4pp globally on Persuasion, but -8.3pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
e068f9aa,Heterogeneity,animals_and_pets_presence,Brand,Sprite,Likeability_Love_Like_T2B,high,"Animals And Pets is +5.8pp globally on Likeability, but -3.7pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
39db9520,Heterogeneity,indoors,Brand,Coca-Cola Zero / No Sugar,Persuasion_T2B,medium,"Indoors is +3.2pp globally on Persuasion, but -1.5pp in Brand=Coca-Cola Zero / No Sugar. Reversal — drill into Brand split before briefing."
3efc1add,Heterogeneity,indoors,Brand,Sprite,SCD_score,medium,"Indoors is +2.6pp globally on SCD Score, but -1.6pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
f9c87041,Heterogeneity,indoors,Brand,Thums Up,SCD_score,high,"Indoors is +2.6pp globally on SCD Score, but -6.7pp in Brand=Thums Up. Reversal — drill into Brand split before briefing."
d6acee5c,Heterogeneity,outdoors,Brand,Fuze Tea,Persuasion_T2B,high,"Outdoors is +1.8pp globally on Persuasion, but -3.6pp in Brand=Fuze Tea. Reversal — drill into Brand split before briefing."
24b1a0b1,Heterogeneity,color_spectrum,Brand,Sprite,Persuasion_T2B,medium,"Color Spectrum is +2.8pp globally on Persuasion, but -2.1pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
beee5374,Heterogeneity,color_spectrum,Brand,Sprite,Likeability_Love_Like_T2B,medium,"Color Spectrum is +3.8pp globally on Likeability, but -2.5pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
6ec4c812,Heterogeneity,color_spectrum,Brand,Fuze Tea,SCD_score,medium,"Color Spectrum is +8.9pp globally on SCD Score, but -1.9pp in Brand=Fuze Tea. Reversal — drill into Brand split before briefing."
c314a0ad,Heterogeneity,tone,Brand,Sprite,Attention_T2B,medium,"Tone is +2.9pp globally on Attention, but -3.0pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
ee78ef47,Heterogeneity,tone,Brand,Thums Up,Attention_T2B,medium,"Tone is +2.9pp globally on Attention, but -2.3pp in Brand=Thums Up. Reversal — drill into Brand split before briefing."
d9dbc5d8,Heterogeneity,tone,Brand,Sprite,Persuasion_T2B,high,"Tone is +1.9pp globally on Persuasion, but -4.5pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
21aa23f5,Heterogeneity,tone,Brand,Powerade,Persuasion_T2B,medium,"Tone is +1.9pp globally on Persuasion, but -2.1pp in Brand=Powerade. Reversal — drill into Brand split before briefing."
f08cd6ea,Heterogeneity,tone,Brand,Sprite,Likeability_Love_Like_T2B,high,"Tone is +3.3pp globally on Likeability, but -3.3pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
47ef1695,Heterogeneity,tone,Brand,Powerade,Likeability_Love_Like_T2B,high,"Tone is +3.3pp globally on Likeability, but -3.0pp in Brand=Powerade. Reversal — drill into Brand split before briefing."
379aa782,Heterogeneity,products,Brand,Del Valle,Persuasion_T2B,high,"Products is +2.0pp globally on Persuasion, but -3.1pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
a01452d0,Heterogeneity,products,Brand,Coca-Cola Zero / No Sugar,Likeability_Love_Like_T2B,medium,"Products is +1.6pp globally on Likeability, but -1.7pp in Brand=Coca-Cola Zero / No Sugar. Reversal — drill into Brand split before briefing."
ff3c0093,Heterogeneity,products,Brand,Del Valle,Likeability_Love_Like_T2B,high,"Products is +1.6pp globally on Likeability, but -5.1pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
d717c605,Heterogeneity,products,Brand,Powerade,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -8.3pp in Brand=Powerade. Reversal — drill into Brand split before briefing."
c7520d02,Heterogeneity,products,Brand,Del Valle,SCD_score,high,"Products is +3.2pp globally on SCD Score, but -10.8pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
07c291d0,Heterogeneity,occasions,Brand,Sprite,Attention_T2B,high,"Occasions is +2.2pp globally on Attention, but -4.0pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
b7dd6ef1,Heterogeneity,occasions,Brand,Fanta,Attention_T2B,medium,"Occasions is +2.2pp globally on Attention, but -1.6pp in Brand=Fanta. Reversal — drill into Brand split before briefing."
c7481c8b,Heterogeneity,occasions,Brand,Schweppes,Attention_T2B,medium,"Occasions is +2.2pp globally on Attention, but -2.1pp in Brand=Schweppes. Reversal — drill into Brand split before briefing."
9dae2b09,Heterogeneity,occasions,Brand,Del Valle,Attention_T2B,medium,"Occasions is +2.2pp globally on Attention, but -1.8pp in Brand=Del Valle. Reversal — drill into Brand split before briefing."
b3f125ec,Heterogeneity,occasions,Brand,Sprite,Likeability_Love_Like_T2B,high,"Occasions is +3.5pp globally on Likeability, but -6.3pp in Brand=Sprite. Reversal — drill into Brand split before briefing."
